CHELSA_bio10_01_b1,FAPAR_mean_January,FAPAR_mean_June,precipitation,elevation,landcover_cropland_precentage,landcover_class,landsat8_nir,landsat8_red,landsat8_swir1,landsat8_swir2,pH,sentinel2_band_2,sentinel2_band_4,sentinel2_band_9
193,621.6,628,15008.91667,1681,11,4,65,20,62,39,6.4,28,37,123
173,385.4583333,556,15157.66667,2201,52,4,67,45,105,81,6.8,31,45,96
202,401.2727273,597.1666667,15188.5,1541,22,4,64,31,82,52,,17,27,146
295,168.3265306,212.2941176,15771.58333,387,0,3,49,59,72,68,8.1,23,41,10000000000
220,438.1111111,587.3333333,15225.25,1114,27,4,66,29,67,38,7.5,15,18,130
277,113.8387097,119.6610169,15677.08333,749,0,7,61,94,105,108,7.7,57,95,121
248,366.3174603,580.4,15048.16667,430,3,8,75,54,105,85,6.8,32,61,127
248,366.3174603,580.4,15048.16667,430,3,8,75,54,105,85,6.7,32,61,127
292,84.58585859,47.56,15539.33333,301,0,4,93,114,180,165,6.5,52,116,183
292,84.58585859,47.56,15539.33333,301,0,4,93,114,180,165,7.1,52,116,183
292,84.58585859,47.56,15539.33333,301,0,4,93,114,180,165,7.6,52,116,183
292,84.58585859,47.56,15539.33333,301,0,4,93,114,180,165,7.7,52,116,183
292,84.58585859,47.56,15539.33333,301,0,4,93,114,180,165,7.8,52,116,183
292,84.58585859,47.56,15539.33333,301,0,4,93,114,180,165,8.7,52,116,183
283,181.6515152,221.5882353,15423.75,333,15,1,67,40,94,71,4.6,21,40,125
283,181.6515152,221.5882353,15423.75,333,15,1,67,40,94,71,4.8,21,40,125
283,181.6515152,221.5882353,15423.75,333,15,1,67,40,94,71,5.1,21,40,125
283,181.6515152,221.5882353,15423.75,333,15,1,67,40,94,71,5,21,40,125
283,181.6515152,221.5882353,15423.75,333,15,1,67,40,94,71,5.2,21,40,125
268,233.1212121,635,15168.66667,66,26,3,69,32,87,54,6.4,27,31,129
268,233.1212121,635,15168.66667,66,26,3,69,32,87,54,5.8,27,31,129
269,341.4027778,570.0113816,15129.75,16,26,3,68,32,87,49,5.4,29,33,82
269,341.4027778,570.0113816,15129.75,16,26,3,68,32,87,49,4.5,29,33,82
269,341.4027778,570.0113816,15129.75,16,26,3,68,32,87,49,4.5,29,33,82
261,250.8107513,563.1881862,15189.33333,252,5,1,81,25,83,44,5.3,18,19,118
267,335.5178571,604,15149.58333,69,22,1,79,35,86,52,5.2,32,44,126
267,335.5178571,604,15149.58333,69,22,1,79,35,86,52,5.1,32,44,126
268,259.21545,566.9401507,15234.16667,91,71,4,63,30,71,40,5.8,22,32,127
269,261.3324923,567.796777,15207.41667,64,27,4,70,33,92,57,5.6,30,35,126
269,261.3324923,567.796777,15207.41667,64,27,4,70,33,92,57,5.8,30,35,126
263,253.2631205,563.616698,15125.41667,180,8,1,87,16,73,34,5.7,19,20,137
269,259.21545,566.9401507,15208.91667,64,69,4,89,29,94,52,6.6,27,41,121
269,259.21545,566.9401507,15208.91667,64,69,4,89,29,94,52,6.1,27,41,121
261,254.2862189,564.2696864,15172.83333,218,27,1,76,32,87,55,6.6,23,29,114
264,338.375,601,15215.16667,138,40,3,84,38,90,58,5.3,22,29,129
264,338.375,601,15215.16667,138,40,3,84,38,90,58,5.2,22,29,129
269,259.2359725,567.2347123,15219.58333,60,53,4,75,37,102,70,5.6,17,22,113
266,252.9492608,563.990749,15219.66667,104,70,4,77,39,87,59,5.6,18,28,126
266,252.9492608,563.990749,15219.66667,104,70,4,77,39,87,59,5.5,18,28,126
263,272.4594595,568.1810456,15166.08333,129,25,1,80,33,91,55,4.8,19,23,139
268,240.1090909,513.5,15256.41667,78,31,4,77,42,108,79,6.2,23,33,128
268,240.1090909,513.5,15256.41667,78,31,4,77,42,108,79,5.8,23,33,128
268,267.0847458,573.75,15202,94,75,4,85,30,92,51,5.8,23,30,127
264,263.0252587,568.19018,15165.41667,143,26,3,80,26,91,49,5.8,26,30,114
267,277.7346939,630,15194.58333,96,27,4,65,35,88,62,5.8,21,28,143
267,211.4603175,609.6666667,15187.25,123,4,1,67,27,72,41,6.3,24,31,113
267,211.4603175,609.6666667,15187.25,123,4,1,67,27,72,41,6.2,24,31,113
267,211.4603175,609.6666667,15187.25,123,4,1,67,27,72,41,6.1,24,31,113
267,211.4603175,609.6666667,15187.25,123,4,1,67,27,72,41,5.8,24,31,113
267,211.4603175,609.6666667,15187.25,123,4,1,67,27,72,41,5.8,24,31,113
266,256.4166667,629,15176.66667,140,14,1,70,27,73,40,#ERROR,22,29,108
266,256.4166667,629,15176.66667,140,14,1,70,27,73,40,6,22,29,108
266,256.4166667,629,15176.66667,140,14,1,70,27,73,40,5.9,22,29,108
266,256.4166667,629,15176.66667,140,14,1,70,27,73,40,5.4,22,29,108
268,233.3018868,622.8,15233.83333,127,59,4,75,31,91,53,5.6,21,25,119
268,233.3018868,622.8,15233.83333,127,59,4,75,31,91,53,5.7,21,25,119
268,233.3018868,622.8,15233.83333,127,59,4,75,31,91,53,5.7,21,25,119
268,233.3018868,622.8,15233.83333,127,59,4,75,31,91,53,5.5,21,25,119
268,233.3018868,622.8,15233.83333,127,59,4,75,31,91,53,5.6,21,25,119
270,260.3333333,630.3333333,15215.08333,48,32,4,69,29,83,47,4.4,21,26,129
262,274.9701493,565.6666667,15218.66667,189,70,4,56,29,75,52,7.6,20,27,116
262,274.9701493,565.6666667,15218.66667,189,70,4,56,29,75,52,7.4,20,27,116
262,274.9701493,565.6666667,15218.66667,189,70,4,56,29,75,52,7.2,20,27,116
262,274.9701493,565.6666667,15218.66667,189,70,4,56,29,75,52,5.8,20,27,116
262,296.0789474,569.6965532,15162.41667,144,63,4,81,30,93,55,5.4,22,28,142
262,268.796875,600,15108.83333,189,0,1,83,18,68,33,5.6,16,16,120
262,268.796875,600,15108.83333,189,0,1,83,18,68,33,5.2,16,16,120
271,250.6186259,562.1487707,15215.5,61,22,1,64,24,64,33,6.5,19,19,136
271,250.6186259,562.1487707,15215.5,61,22,1,64,24,64,33,5.8,19,19,136
271,250.6186259,562.1487707,15215.5,61,22,1,64,24,64,33,5.8,19,19,136
271,250.6186259,562.1487707,15215.5,61,22,1,64,24,64,33,5.6,19,19,136
266,256.9411765,571.858656,15250.41667,44,0,8,69,35,80,51,5.4,43,73,109
266,256.9411765,571.858656,15250.41667,44,0,8,69,35,80,51,5.4,43,73,109
266,337.6481481,570.5074922,15132.5,44,15,1,91,26,79,40,5.1,22,27,143
266,337.6481481,570.5074922,15132.5,44,15,1,91,26,79,40,5.2,22,27,143
262,307.4285714,569.9603103,15183.41667,131,50,4,81,21,71,32,6.3,25,37,134
267,180.3559322,222,15230,38,0,8,49,27,66,42,6.6,34,53,121
267,180.3559322,222,15230,38,0,8,49,27,66,42,7,34,53,121
269,211.4603175,609.6666667,15187.16667,110,0,1,74,31,82,47,5.7,23,28,114
269,211.4603175,609.6666667,15187.16667,110,0,1,74,31,82,47,5.7,23,28,114
269,211.4603175,609.6666667,15187.16667,110,0,1,74,31,82,47,5.7,23,28,114
269,211.4603175,609.6666667,15187.16667,110,0,1,74,31,82,47,6.3,23,28,114
270,337.5892857,651.3333333,15135.75,27,27,1,77,28,86,46,6,20,26,125
270,337.5892857,651.3333333,15135.75,27,27,1,77,28,86,46,5.8,20,26,125
270,337.5892857,651.3333333,15135.75,27,27,1,77,28,86,46,4.8,20,26,125
271,248.5522388,651.2,15260.75,79,79,4,73,33,83,52,7.3,23,27,122
271,248.5522388,651.2,15260.75,79,79,4,73,33,83,52,7.2,23,27,122
271,248.5522388,651.2,15260.75,79,79,4,73,33,83,52,5.7,23,27,122
271,248.5522388,651.2,15260.75,79,79,4,73,33,83,52,5.9,23,27,122
265,287.2592593,561,15164.75,74,5,1,81,24,92,53,6.6,22,28,151
265,287.2592593,561,15164.75,74,5,1,81,24,92,53,6.1,22,28,151
265,313.6730769,569.0242718,15145.75,103,15,4,59,16,55,28,6.6,22,23,156
265,372.4603175,665.6666667,15131.41667,88,18,4,90,28,96,52,5.4,24,29,153
266,257.7466849,563.1280197,15136.91667,101,0,1,82,23,76,41,5.4,20,23,159
266,257.7466849,563.1280197,15136.91667,101,0,1,82,23,76,41,5.6,20,23,159
267,347.6470588,646,15220,55,19,4,72,30,77,46,6.4,21,24,142
267,347.6470588,646,15220,55,19,4,72,30,77,46,5.8,21,24,142
264,372.4603175,665.6666667,15180.66667,110,18,1,93,21,82,40,5.4,24,32,133
264,360.3148148,440,15169.75,102,17,4,83,29,87,46,5.8,20,24,133
264,360.3148148,440,15169.75,102,17,4,83,29,87,46,5.2,20,24,133
271,209.3035714,618.6666667,15204.91667,68,1,1,87,25,81,41,6.5,19,22,114
271,209.3035714,618.6666667,15204.91667,68,1,1,87,25,81,41,5.6,19,22,114
271,209.3035714,618.6666667,15204.91667,68,1,1,87,25,81,41,5.4,19,22,114
268,333.1029412,648.75,15132.41667,54,18,1,83,23,81,41,6.4,18,18,152
267,356.7234043,265.5,15169.08333,64,12,4,78,34,88,50,6,20,23,131
267,356.7234043,265.5,15169.08333,64,12,4,78,34,88,50,5.8,20,23,131
267,356.7234043,265.5,15169.08333,64,12,4,78,34,88,50,5.2,20,23,131
267,365.6,606.75,15134.66667,59,19,1,82,26,79,40,6.4,18,20,136
267,365.6,606.75,15134.66667,59,19,1,82,26,79,40,6.1,18,20,136
265,407.85,682,15160.08333,94,0,1,84,32,90,51,4.4,26,30,142
267,320.6315789,617,15051.08333,26,15,4,77,27,74,42,6.1,26,29,132
267,320.6315789,617,15051.08333,26,15,4,77,27,74,42,5.2,26,29,132
258,362.0307692,623,15145.58333,260,14,1,76,21,78,41,5.7,23,31,124
258,362.0307692,623,15145.58333,260,14,1,76,21,78,41,5.6,23,31,124
264,388.9836066,277,15155.41667,118,11,4,85,25,78,42,5.1,21,31,131
264,388.9836066,277,15155.41667,118,11,4,85,25,78,42,5.7,21,31,131
261,235.7659574,410,15288,217,26,4,72,39,89,72,5.5,22,30,122
267,266.8426194,564.2598053,15104.75,35,20,4,73,27,78,48,6,26,34,146
267,266.8426194,564.2598053,15104.75,35,20,4,73,27,78,48,5.8,26,34,146
262,316.4,658.5,15109.41667,155,17,1,85,28,85,50,5.8,23,29,139
262,316.4,658.5,15109.41667,155,17,1,85,28,85,50,5.1,23,29,139
261,260.9683879,567.3494645,15165.66667,198,21,3,82,30,85,47,7,25,28,129
261,260.9683879,567.3494645,15165.66667,198,21,3,82,30,85,47,6.4,25,28,129
271,202.6721311,722,15178.66667,105,0,3,69,34,85,50,7.2,21,27,110
271,202.6721311,722,15178.66667,105,0,3,69,34,85,50,6.4,21,27,110
271,202.6721311,722,15178.66667,105,0,3,69,34,85,50,5.6,21,27,110
271,202.6721311,722,15178.66667,105,0,3,69,34,85,50,6,21,27,110
265,381.9464286,619.8333333,15154.5,93,18,4,81,32,92,56,5.6,23,32,140
265,381.9464286,619.8333333,15154.5,93,18,4,81,32,92,56,5.8,23,32,140
265,381.9464286,619.8333333,15154.5,93,18,4,81,32,92,56,5.8,23,32,140
261,260.9892399,567.6740231,15145.75,180,20,4,85,26,87,49,6.3,22,31,130
267,324.12,658.5714286,15157,49,10,1,93,29,104,66,5.4,18,20,127
267,324.12,658.5714286,15157,49,10,1,93,29,104,66,4.8,18,20,127
263,294.6164384,615.5,15189.75,178,19,1,71,24,67,34,6.6,20,22,139
266,253.4230769,695.2,15248.58333,154,0,1,78,23,77,41,6,18,21,121
266,253.4230769,695.2,15248.58333,154,0,1,78,23,77,41,5.5,18,21,121
266,253.4230769,695.2,15248.58333,154,0,1,78,23,77,41,5.6,18,21,121
266,253.4230769,695.2,15248.58333,154,0,1,78,23,77,41,6.1,18,21,121
268,267.421875,612,15250.83333,70,38,1,82,34,84,48,6.5,33,47,144
268,267.421875,612,15250.83333,70,38,1,82,34,84,48,5.3,33,47,144
268,267.421875,612,15250.83333,70,38,1,82,34,84,48,5.1,33,47,144
258,240.7209302,587.5,15215.16667,265,23,3,61,28,83,51,6.9,23,31,132
258,240.7209302,587.5,15215.16667,265,23,3,61,28,83,51,7,23,31,132
258,240.7209302,587.5,15215.16667,265,23,3,61,28,83,51,6.8,23,31,132
258,240.7209302,587.5,15215.16667,265,23,3,61,28,83,51,6.7,23,31,132
267,249.5074713,561.7659549,15253.08333,141,23,2,76,30,84,47,5.9,21,29,119
267,249.5074713,561.7659549,15253.08333,141,23,2,76,30,84,47,5.6,21,29,119
271,253.9206134,563.8089499,15183.5,46,8,1,70,14,62,31,6.2,24,31,120
271,253.9206134,563.8089499,15183.5,46,8,1,70,14,62,31,6.8,24,31,120
271,253.9206134,563.8089499,15183.5,46,8,1,70,14,62,31,6.7,24,31,120
267,211.4603175,609.6666667,15187.25,129,7,1,65,25,73,41,5.6,26,34,105
267,211.4603175,609.6666667,15187.25,129,7,1,65,25,73,41,5.5,26,34,105
267,211.4603175,609.6666667,15187.25,129,7,1,65,25,73,41,5.6,26,34,105
271,278.7090909,622.3333333,15132.16667,28,71,4,79,36,109,69,7.7,24,27,127
271,278.7090909,622.3333333,15132.16667,28,71,4,79,36,109,69,6.8,24,27,127
271,278.7090909,622.3333333,15132.16667,28,71,4,79,36,109,69,6.2,24,27,127
271,246.1451613,572.8571429,15230.91667,63,0,4,65,30,73,44,7.4,24,34,104
271,246.1451613,572.8571429,15230.91667,63,0,4,65,30,73,44,6.3,24,34,104
271,246.1451613,572.8571429,15230.91667,63,0,4,65,30,73,44,5.7,24,34,104
269,248.5522388,651.2,15247.08333,100,77,4,77,21,74,39,5.9,23,32,102
269,248.5522388,651.2,15247.08333,100,77,4,77,21,74,39,6,23,32,102
269,248.5522388,651.2,15247.08333,100,77,4,77,21,74,39,6.2,23,32,102
269,248.5522388,651.2,15247.08333,100,77,4,77,21,74,39,6.1,23,32,102
266,230.0163934,564.1666667,15216.16667,133,23,1,71,33,85,48,6,22,28,119
266,230.0163934,564.1666667,15216.16667,133,23,1,71,33,85,48,6.2,22,28,119
266,230.0163934,564.1666667,15216.16667,133,23,1,71,33,85,48,6.1,22,28,119
271,254.9720095,564.3889747,15173.16667,54,6,2,58,34,69,49,6.5,21,28,114
271,254.9720095,564.3889747,15173.16667,54,6,2,58,34,69,49,6.4,21,28,114
271,254.9720095,564.3889747,15173.16667,54,6,2,58,34,69,49,5.7,21,28,114
271,254.9720095,564.3889747,15173.16667,54,6,2,58,34,69,49,5.9,21,28,114
267,211.4603175,609.6666667,15187.25,125,4,1,68,30,80,42,7.4,23,31,114
267,211.4603175,609.6666667,15187.25,125,4,1,68,30,80,42,7.2,23,31,114
269,237.3454545,649.8,15226.33333,117,0,1,69,30,80,46,6.4,19,24,111
269,237.3454545,649.8,15226.33333,117,0,1,69,30,80,46,6.6,19,24,111
269,237.3454545,649.8,15226.33333,117,0,1,69,30,80,46,6.4,19,24,111
269,303.8059701,680.6666667,15160.5,52,26,1,81,33,92,46,6.7,26,32,139
269,303.8059701,680.6666667,15160.5,52,26,1,81,33,92,46,6.4,26,32,139
269,303.8059701,680.6666667,15160.5,52,26,1,81,33,92,46,5.8,26,32,139
269,303.8059701,680.6666667,15160.5,52,26,1,81,33,92,46,7.2,26,32,139
267,251.5512244,562.906011,15230.91667,140,59,4,73,25,79,41,6.8,20,22,125
267,251.5512244,562.906011,15230.91667,140,59,4,73,25,79,41,6.7,20,22,125
266,230.0163934,564.1666667,15218.66667,122,25,2,70,34,84,52,6.4,25,32,119
266,230.0163934,564.1666667,15218.66667,122,25,2,70,34,84,52,6.8,25,32,119
266,230.0163934,564.1666667,15218.66667,122,25,2,70,34,84,52,6.8,25,32,119
266,230.0163934,564.1666667,15218.66667,122,25,2,70,34,84,52,6.5,25,32,119
270,236.2258065,616.8,15216.25,101,0,3,77,32,76,44,6.6,19,22,116
270,236.2258065,616.8,15216.25,101,0,3,77,32,76,44,6.1,19,22,116
270,236.2258065,616.8,15216.25,101,0,3,77,32,76,44,6,19,22,116
270,236.2258065,616.8,15216.25,101,0,3,77,32,76,44,6.1,19,22,116
269,207.0634921,571.5,15198.33333,89,13,2,88,25,73,36,6.4,23,29,106
269,207.0634921,571.5,15198.33333,89,13,2,88,25,73,36,6.2,23,29,106
269,254.9720095,564.3889747,15169.83333,71,0,4,72,33,85,49,6.8,22,28,115
269,254.9720095,564.3889747,15169.83333,71,0,4,72,33,85,49,6.9,22,28,115
269,254.9720095,564.3889747,15169.83333,71,0,4,72,33,85,49,7,22,28,115
269,254.9720095,564.3889747,15169.83333,71,0,4,72,33,85,49,6.7,22,28,115
269,254.9720095,564.3889747,15169.83333,71,0,4,72,33,85,49,6.5,22,28,115
268,233.1212121,635,15184.16667,76,22,1,77,33,93,56,6.2,26,32,141
268,233.1212121,635,15184.16667,76,22,1,77,33,93,56,6.6,26,32,141
268,233.1212121,635,15184.16667,76,22,1,77,33,93,56,6.7,26,32,141
268,233.1212121,635,15184.16667,76,22,1,77,33,93,56,6.9,26,32,141
268,233.1212121,635,15184.16667,76,22,1,77,33,93,56,6.8,26,32,141
270,256.1394492,565.1128009,15181.5,68,7,1,67,21,74,40,6.7,22,25,132
270,256.1394492,565.1128009,15181.5,68,7,1,67,21,74,40,6.1,22,25,132
270,256.1394492,565.1128009,15181.5,68,7,1,67,21,74,40,6.3,22,25,132
271,257.2081031,565.7552351,15139.75,32,19,1,55,34,55,32,6.5,26,32,129
271,257.2081031,565.7552351,15139.75,32,19,1,55,34,55,32,6.7,26,32,129
271,257.2081031,565.7552351,15139.75,32,19,1,55,34,55,32,6.8,26,32,129
271,257.2081031,565.7552351,15139.75,32,19,1,55,34,55,32,6.4,26,32,129
271,257.2081031,565.7552351,15139.75,32,19,1,55,34,55,32,6.9,26,32,129
271,257.2081031,565.7552351,15176.33333,32,22,2,68,34,88,54,6.7,24,27,108
271,257.2081031,565.7552351,15176.33333,32,22,2,68,34,88,54,6.7,24,27,108
271,257.2081031,565.7552351,15176.33333,32,22,2,68,34,88,54,6.5,24,27,108
271,257.2081031,565.7552351,15176.33333,32,22,2,68,34,88,54,6.4,24,27,108
269,258.1798523,566.1912297,15194.75,67,25,1,78,33,91,52,5.6,24,29,125
270,254.0761024,564.0247264,15176.41667,70,2,1,69,32,80,46,6.3,18,22,113
270,254.0761024,564.0247264,15176.41667,70,2,1,69,32,80,46,5.3,18,22,113
270,254.0761024,564.0247264,15176.41667,70,2,1,69,32,80,46,5.8,18,22,113
265,251.1281858,562.1758877,15168.5,156,79,4,70,30,79,46,6.5,21,26,117
265,251.1281858,562.1758877,15168.5,156,79,4,70,30,79,46,5.8,21,26,117
265,251.1281858,562.1758877,15168.5,156,79,4,70,30,79,46,6.7,21,26,117
269,202.6721311,722,15186.33333,119,0,3,71,28,76,43,6.8,21,26,109
269,202.6721311,722,15186.33333,119,0,3,71,28,76,43,7,21,26,109
269,202.6721311,722,15186.33333,119,0,3,71,28,76,43,6.6,21,26,109
270,250.6186259,562.1487707,15232.5,74,0,1,68,36,87,57,7,22,29,113
270,250.6186259,562.1487707,15232.5,74,0,1,68,36,87,57,6.6,22,29,113
270,258.1798523,566.1912297,15108.16667,48,16,1,77,34,87,48,6.4,27,27,124
270,258.1798523,566.1912297,15108.16667,48,16,1,77,34,87,48,6.9,27,27,124
270,258.1798523,566.1912297,15108.16667,48,16,1,77,34,87,48,6.4,27,27,124
271,250.6186259,562.1487707,15247.66667,71,65,4,73,27,73,38,6.2,22,27,111
271,250.6186259,562.1487707,15247.66667,71,65,4,73,27,73,38,5.4,22,27,111
269,252.7195417,563.4291568,15218.08333,81,0,3,56,27,80,51,6.5,20,21,110
269,252.7195417,563.4291568,15218.08333,81,0,3,56,27,80,51,6.4,20,21,110
269,252.7195417,563.4291568,15218.08333,81,0,3,56,27,80,51,6,20,21,110
266,252.5531915,679.6666667,15259.25,162,67,4,76,24,71,38,6.6,19,24,129
266,252.5531915,679.6666667,15259.25,162,67,4,76,24,71,38,6.3,19,24,129
266,252.5531915,679.6666667,15259.25,162,67,4,76,24,71,38,6.6,19,24,129
266,252.5531915,679.6666667,15259.25,162,67,4,76,24,71,38,7.1,19,24,129
269,211.4603175,609.6666667,15187.16667,94,8,3,69,33,81,47,6.4,22,32,116
269,211.4603175,609.6666667,15187.16667,94,8,3,69,33,81,47,6.8,22,32,116
269,211.4603175,609.6666667,15187.16667,94,8,3,69,33,81,47,6.4,22,32,116
269,211.4603175,609.6666667,15187.16667,94,8,3,69,33,81,47,6.6,22,32,116
268,258.0672231,566.3093247,15214.33333,95,72,4,67,33,83,49,5.4,28,45,120
264,255.9601225,564.9297154,15193.33333,155,17,3,63,29,82,47,6.9,22,29,103
264,255.9601225,564.9297154,15193.33333,155,17,3,63,29,82,47,6.9,22,29,103
264,255.9601225,564.9297154,15193.33333,155,17,3,63,29,82,47,7,22,29,103
264,255.9601225,564.9297154,15193.33333,155,17,3,63,29,82,47,6.8,22,29,103
266,250.3793227,561.8633659,15217.91667,145,69,4,73,27,76,42,5.8,27,35,120
266,254.0761024,564.0247264,15176.25,113,3,1,73,30,86,52,6.2,23,27,114
266,254.0761024,564.0247264,15176.25,113,3,1,73,30,86,52,6.2,23,27,114
266,254.0761024,564.0247264,15176.25,113,3,1,73,30,86,52,6.4,23,27,114
270,318.984127,727,15217.91667,67,0,4,70,31,86,49,6.4,24,30,114
270,318.984127,727,15217.91667,67,0,4,70,31,86,49,6.7,24,30,114
270,318.984127,727,15217.91667,67,0,4,70,31,86,49,6.3,24,30,114
270,318.984127,727,15217.91667,67,0,4,70,31,86,49,5.8,24,30,114
268,225.2857143,659.5,15230.58333,135,69,4,58,31,79,50,6,26,32,95
268,225.2857143,659.5,15230.58333,135,69,4,58,31,79,50,6.2,26,32,95
268,225.2857143,659.5,15230.58333,135,69,4,58,31,79,50,6.2,26,32,95
267,257.1190393,565.6653376,15185.75,104,24,1,60,22,72,41,6.1,25,29,113
267,257.1190393,565.6653376,15185.75,104,24,1,60,22,72,41,6.3,25,29,113
267,257.1190393,565.6653376,15185.75,104,24,1,60,22,72,41,6.5,25,29,113
271,257.2081031,565.7552351,15155.75,43,10,2,63,25,80,45,5.5,32,44,108
271,257.2081031,565.7552351,15155.75,43,10,2,63,25,80,45,5.2,32,44,108
271,257.2081031,565.7552351,15155.75,43,10,2,63,25,80,45,5.2,32,44,108
271,257.2081031,565.7552351,15155.75,43,10,2,63,25,80,45,5.5,32,44,108
271,257.2081031,565.7552351,15155.75,43,10,2,63,25,80,45,5.5,32,44,108
268,259.21545,566.9401507,15209.91667,81,70,4,95,26,91,48,6.7,25,33,123
268,259.21545,566.9401507,15209.91667,81,70,4,95,26,91,48,6.9,25,33,123
268,259.21545,566.9401507,15209.91667,81,70,4,95,26,91,48,6.9,25,33,123
268,259.21545,566.9401507,15209.91667,81,70,4,95,26,91,48,6.9,25,33,123
268,259.21545,566.9401507,15209.91667,81,70,4,95,26,91,48,6.8,25,33,123
270,254.9720095,564.3889747,15200.33333,55,14,1,60,24,74,46,6,21,25,110
270,254.9720095,564.3889747,15200.33333,55,14,1,60,24,74,46,5.7,21,25,110
270,254.9720095,564.3889747,15200.33333,55,14,1,60,24,74,46,5.8,21,25,110
270,254.9720095,564.3889747,15200.33333,55,14,1,60,24,74,46,5.6,21,25,110
270,254.9720095,564.3889747,15200.33333,55,14,1,60,24,74,46,7,21,25,110
271,256.1394492,565.1128009,15167.16667,33,2,3,65,28,82,46,7,23,27,106
271,256.1394492,565.1128009,15167.16667,33,2,3,65,28,82,46,6.7,23,27,106
271,256.1394492,565.1128009,15167.16667,33,2,3,65,28,82,46,6.4,23,27,106
271,256.1394492,565.1128009,15167.16667,33,2,3,65,28,82,46,6.4,23,27,106
270,255.9601225,564.9297154,15187,66,12,1,60,26,76,43,5.9,24,30,111
270,255.9601225,564.9297154,15187,66,12,1,60,26,76,43,6,24,30,111
268,258.1798523,566.1912297,15205.66667,86,28,3,64,38,98,69,6.1,24,33,112
268,258.1798523,566.1912297,15205.66667,86,28,3,64,38,98,69,6.1,24,33,112
268,258.1798523,566.1912297,15205.66667,86,28,3,64,38,98,69,6.2,24,33,112
268,258.1798523,566.1912297,15205.66667,86,28,3,64,38,98,69,6.3,24,33,112
268,251.5512244,562.906011,15226,111,55,4,64,28,80,46,6.1,23,28,112
268,251.5512244,562.906011,15226,111,55,4,64,28,80,46,6,23,28,112
268,251.5512244,562.906011,15226,111,55,4,64,28,80,46,6.3,23,28,112
265,255.9601225,564.9297154,15194.5,148,1,2,64,24,71,38,6.3,20,22,104
265,255.9601225,564.9297154,15194.5,148,1,2,64,24,71,38,6.4,20,22,104
265,255.9601225,564.9297154,15194.5,148,1,2,64,24,71,38,6.9,20,22,104
259,267.1818182,563.8370729,15222.08333,265,1,8,82,33,89,59,6.5,17,24,135
259,267.1818182,563.8370729,15222.08333,265,1,8,82,33,89,59,6.7,17,24,135
259,267.1818182,563.8370729,15222.08333,265,1,8,82,33,89,59,7.2,17,24,135
270,236.2258065,616.8,15228.41667,111,28,4,67,30,78,47,6.4,25,35,118
270,236.2258065,616.8,15228.41667,111,28,4,67,30,78,47,6.4,25,35,118
270,236.2258065,616.8,15228.41667,111,28,4,67,30,78,47,6.2,25,35,118
270,236.2258065,616.8,15228.41667,111,28,4,67,30,78,47,6.8,25,35,118
267,258.0672231,566.3093247,15200.08333,99,70,1,73,29,86,47,7.8,25,29,130
267,258.0672231,566.3093247,15200.08333,99,70,1,73,29,86,47,6.9,25,29,130
267,258.0672231,566.3093247,15200.08333,99,70,1,73,29,86,47,6.3,25,29,130
267,258.0672231,566.3093247,15200.08333,99,70,1,73,29,86,47,6,25,29,130
267,258.0672231,566.3093247,15200.08333,99,70,1,73,29,86,47,5.9,25,29,130
267,267.2334735,565.2397079,15046.5,39,23,1,65,24,74,40,5,24,29,126
267,267.2334735,565.2397079,15046.5,39,23,1,65,24,74,40,5,24,29,126
261,268.796875,600,15212.83333,216,71,4,63,22,62,32,6.8,22,30,115
268,232.7692308,490.3333333,15075.5,30,18,1,66,28,60,32,5,53,58,131
267,251.5512244,562.906011,15229,131,77,4,69,34,83,51,6.6,23,27,130
267,251.5512244,562.906011,15229,131,77,4,69,34,83,51,6.5,23,27,130
267,251.5512244,562.906011,15229,131,77,4,69,34,83,51,6.3,23,27,130
267,251.5512244,562.906011,15229,131,77,4,69,34,83,51,6.1,23,27,130
267,250.825,551,15063.83333,42,18,4,74,29,77,46,5.8,24,31,130
267,250.825,551,15063.83333,42,18,4,74,29,77,46,5.2,24,31,130
268,268.6258216,566.346756,15088.41667,33,0,8,74,32,91,56,7.2,39,62,114
268,268.6258216,566.346756,15088.41667,33,0,8,74,32,91,56,5.9,39,62,114
272,254.9720095,564.3889747,15161.5,42,4,1,92,32,91,49,7.3,26,33,131
272,254.9720095,564.3889747,15161.5,42,4,1,92,32,91,49,7.7,26,33,131
272,254.9720095,564.3889747,15161.5,42,4,1,92,32,91,49,7.6,26,33,131
272,254.9720095,564.3889747,15161.5,42,4,1,92,32,91,49,6.1,26,33,131
272,254.9720095,564.3889747,15161.5,42,4,1,92,32,91,49,5.9,26,33,131
272,254.9720095,564.3889747,15161.5,42,4,1,92,32,91,49,6,26,33,131
270,236.2258065,616.8,15255.75,93,0,3,69,29,77,45,6.2,24,32,121
270,236.2258065,616.8,15255.75,93,0,3,69,29,77,45,6.2,24,32,121
270,236.2258065,616.8,15255.75,93,0,3,69,29,77,45,6.2,24,32,121
270,207.0634921,571.5,15186.33333,76,24,1,62,29,82,46,5.8,20,25,110
270,207.0634921,571.5,15186.33333,76,24,1,62,29,82,46,6.2,20,25,110
270,207.0634921,571.5,15186.33333,76,24,1,62,29,82,46,6.2,20,25,110
270,209.3035714,618.6666667,15221.66667,87,0,3,75,32,81,44,6.3,18,21,118
