CHELSA_bio10_01_b1,FAPAR_mean_January,FAPAR_mean_June,precipitation,elevation,landcover_cropland_precentage,landcover_class,landsat8_nir,landsat8_red,landsat8_swir1,landsat8_swir2,pH,sentinel2_band_2,sentinel2_band_4,sentinel2_band_9
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.2,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.3,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.3,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.4,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.1,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.6,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.7,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.7,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.3,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.4,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.5,31,41,113
287,171.5061728,124.4186047,15471.5,296,42,4,76,66,133,102,5.7,31,41,113
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,6.3,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.8,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.6,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.4,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.2,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.2,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.1,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.5,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.4,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.2,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.2,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.6,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.7,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.8,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.8,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.5,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.9,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,6.1,39,76,154
282,216.63,193.5666667,15407.33333,332,1,4,77,72,123,107,5.9,39,76,154
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.8,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.9,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.9,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.3,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.9,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,6.3,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.4,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.8,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,4.9,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.2,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.1,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.3,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.2,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.2,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,6,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,5.7,23,44,92
282,167.2597403,191.6086957,15484.66667,419,3,3,71,52,91,66,6.2,23,44,92
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,6.2,22,37,130
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,5.7,22,37,130
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,5.6,22,37,130
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,6.3,22,37,130
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,6.4,22,37,130
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,6.2,22,37,130
280,226.3536585,351.6666667,15379.58333,363,12,1,78,39,91,57,6.2,22,37,130
269,263.755102,354.7307692,15335,426,19,1,69,45,87,59,5.2,21,42,124
269,263.755102,354.7307692,15335,426,19,1,69,45,87,59,5.3,21,42,124
290,250.5172414,236.8360656,15331.91667,297,50,4,86,80,136,117,4.9,55,110,168
290,250.5172414,236.8360656,15331.91667,297,50,4,86,80,136,117,4.9,55,110,168
290,250.5172414,236.8360656,15331.91667,297,50,4,86,80,136,117,5.1,55,110,168
290,250.5172414,236.8360656,15331.91667,297,50,4,86,80,136,117,5.3,55,110,168
290,250.5172414,236.8360656,15331.91667,297,50,4,86,80,136,117,5.4,55,110,168
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,5.5,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,5.4,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,5.6,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,5.7,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,5.9,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,5.9,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,8.2,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,8.3,43,101,183
288,136.0490196,55.12903226,15460.66667,297,5,4,91,99,161,141,8.4,43,101,183
291,212.4329897,164.7719298,15337.33333,293,20,4,68,97,68,60,4.8,32,49,138
291,212.4329897,164.7719298,15337.33333,293,20,4,68,97,68,60,4.6,32,49,138
291,158.9178082,116.4358974,15524.33333,294,2,2,87,97,157,141,6.2,39,90,161
291,158.9178082,116.4358974,15524.33333,294,2,2,87,97,157,141,6,39,90,161
290,190.3529412,128.2,15055.5,297,0,10,54,47,71,58,8.8,21,40,108
290,190.3529412,128.2,15055.5,297,0,10,54,47,71,58,8.8,21,40,108
290,190.3529412,128.2,15055.5,297,0,10,54,47,71,58,8.9,21,40,108
290,190.3529412,128.2,15055.5,297,0,10,54,47,71,58,8.9,21,40,108
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,6.7,72,156,208
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,6.2,72,156,208
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,6,72,156,208
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,6.4,72,156,208
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,6.6,72,156,208
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,8.3,72,156,208
289,56.74666667,4.680851064,15537.41667,279,0,3,87,119,174,156,8.9,72,156,208
290,67.34285714,20.04444444,15518.16667,283,0,4,97,135,195,188,7.6,71,150,207
290,67.34285714,20.04444444,15518.16667,283,0,4,97,135,195,188,7.9,71,150,207
290,67.34285714,20.04444444,15518.16667,283,0,4,97,135,195,188,8.2,71,150,207
290,67.34285714,20.04444444,15518.16667,283,0,4,97,135,195,188,8.2,71,150,207
290,67.34285714,20.04444444,15518.16667,283,0,4,97,135,195,188,8.2,71,150,207
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,8.3,75,148,180
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,8.3,75,148,180
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,8.3,75,148,180
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,8.6,75,148,180
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,8.8,75,148,180
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,8.9,75,148,180
290,100.5,96.48571429,15914.83333,267,0,4,96,145,182,178,9.1,75,148,180
309,113.7924528,96.4025974,15850.83333,282,0,3,97,145,190,188,7.2,57,150,187
309,113.7924528,96.4025974,15850.83333,282,0,3,97,145,190,188,6.9,57,150,187
309,113.7924528,96.4025974,15850.83333,282,0,3,97,145,190,188,7.4,57,150,187
274,250.2135922,441.25,15335,369,19,1,79,45,104,69,6.5,28,43,133
274,250.2135922,441.25,15335,369,19,1,79,45,104,69,5.5,28,43,133
274,250.2135922,441.25,15335,369,19,1,79,45,104,69,5.2,28,43,133
271,257.1538462,367.125,15349.08333,511,9,1,74,37,83,55,5.3,25,57,122
271,257.1538462,367.125,15349.08333,511,9,1,74,37,83,55,5.2,25,57,122
271,257.1538462,367.125,15349.08333,511,9,1,74,37,83,55,7.2,25,57,122
275,262.8902439,432.9444444,15303.25,369,36,4,69,43,90,60,6.4,22,39,111
275,262.8902439,432.9444444,15303.25,369,36,4,69,43,90,60,5.9,22,39,111
275,262.8902439,432.9444444,15303.25,369,36,4,69,43,90,60,5.2,22,39,111
275,262.8902439,432.9444444,15303.25,369,36,4,69,43,90,60,5.2,22,39,111
275,262.8902439,432.9444444,15303.25,369,36,4,69,43,90,60,5.3,22,39,111
275,262.8902439,432.9444444,15303.25,369,36,4,69,43,90,60,5.4,22,39,111
291,150.68,124.0540541,15470.16667,273,0,1,86,48,97,71,6.8,40,83,158
291,150.68,124.0540541,15470.16667,273,0,1,86,48,97,71,7.2,40,83,158
291,150.68,124.0540541,15470.16667,273,0,1,86,48,97,71,7.4,40,83,158
291,150.68,124.0540541,15470.16667,273,0,1,86,48,97,71,7.4,40,83,158
289,61.38461538,61.66666667,15529.66667,90,0,7,119,175,225,230,8.5,54,203,253
289,61.38461538,61.66666667,15529.66667,90,0,7,119,175,225,230,8,54,203,253
289,61.38461538,61.66666667,15529.66667,90,0,7,119,175,225,230,7.9,54,203,253
289,61.38461538,61.66666667,15529.66667,90,0,7,119,175,225,230,8,54,203,253
280,144.4880952,109.4186047,15557.5,35,0,3,114,156,204,211,7.1,53,164,202
280,144.4880952,109.4186047,15557.5,35,0,3,114,156,204,211,7.2,53,164,202
280,144.4880952,109.4186047,15557.5,35,0,3,114,156,204,211,7.1,53,164,202
280,144.4880952,109.4186047,15557.5,35,0,3,114,156,204,211,7,53,164,202
302,162.3375,117.3787879,15539.91667,56,9,3,76,53,109,80,8.3,43,90,128
302,162.3375,117.3787879,15539.91667,56,9,3,76,53,109,80,8.7,43,90,128
302,126.7027027,108.3278689,15540.83333,55,0,4,90,102,162,136,5.5,55,133,180
302,126.7027027,108.3278689,15540.83333,55,0,4,90,102,162,136,5.6,55,133,180
302,126.7027027,108.3278689,15540.83333,55,0,4,90,102,162,136,5.3,55,133,180
306,126.0769231,105.5952381,15808.58333,82,0,3,88,122,195,188,6.5,61,154,192
306,126.0769231,105.5952381,15808.58333,82,0,3,88,122,195,188,7.6,61,154,192
306,126.0769231,105.5952381,15808.58333,82,0,3,88,122,195,188,7.9,61,154,192
310,132.9571429,109.4923077,15587.75,83,0,4,86,95,154,142,7.4,51,136,195
310,132.9571429,109.4923077,15587.75,83,0,4,86,95,154,142,7.4,51,136,195
308,135.8,103.0697674,15564.83333,39,0,4,82,79,134,119,7.1,51,123,184
308,135.8,103.0697674,15564.83333,39,0,4,82,79,134,119,6.8,51,123,184
308,135.8,103.0697674,15564.83333,39,0,4,82,79,134,119,7.1,51,123,184
307,113.0980392,99.69565217,15477.5,88,0,3,107,156,198,188,6.5,72,177,221
307,113.0980392,99.69565217,15477.5,88,0,3,107,156,198,188,5.3,72,177,221
307,113.0980392,99.69565217,15477.5,88,0,3,107,156,198,188,5.1,72,177,221
307,113.0980392,99.69565217,15477.5,88,0,3,107,156,198,188,5.2,72,177,221
307,113.0980392,99.69565217,15477.5,88,0,3,107,156,198,188,5.2,72,177,221
302,107.3924051,84.60714286,15534.58333,56,0,2,97,47,87,61,6.3,47,94,170
302,107.3924051,84.60714286,15534.58333,56,0,2,97,47,87,61,5.5,47,94,170
302,107.3924051,84.60714286,15534.58333,56,0,2,97,47,87,61,5.2,47,94,170
302,107.3924051,84.60714286,15534.58333,56,0,2,97,47,87,61,5,47,94,170
302,107.3924051,84.60714286,15534.58333,56,0,2,97,47,87,61,5,47,94,170
305,88.48571429,11.42253521,15598.16667,142,0,4,96,106,166,152,7.3,57,138,190
305,88.48571429,11.42253521,15598.16667,142,0,4,96,106,166,152,7.2,57,138,190
295,125.0645161,97.29545455,15330.75,191,0,10,70,135,102,109,4.7,32,53,30
295,125.0645161,97.29545455,15330.75,191,0,10,70,135,102,109,4.5,32,53,30
295,125.0645161,97.29545455,15330.75,191,0,10,70,135,102,109,4.4,32,53,30
295,125.0645161,97.29545455,15330.75,191,0,10,70,135,102,109,4.4,32,53,30
295,125.0645161,97.29545455,15330.75,191,0,10,70,135,102,109,4.4,32,53,30
295,125.0645161,97.29545455,15330.75,191,0,10,70,135,102,109,4.7,32,53,30
295,125.0645161,97.29545455,15330.75,191,0,10,71,139,59,66,4.6,32,56,5
295,125.0645161,97.29545455,15330.75,191,0,10,71,139,59,66,4.7,32,56,5
295,125.0645161,97.29545455,15330.75,191,0,10,71,139,59,66,4.7,32,56,5
295,125.0645161,97.29545455,15330.75,191,0,10,71,139,59,66,4.5,32,56,5
295,125.0645161,97.29545455,15330.75,191,0,10,71,139,59,66,4.7,32,56,5
294,112.8470588,49.39473684,15534.41667,201,1,3,77,80,138,120,4.5,47,107,177
294,112.8470588,49.39473684,15534.41667,201,1,3,77,80,138,120,4.5,47,107,177
294,112.8470588,49.39473684,15534.41667,201,1,3,77,80,138,120,4.6,47,107,177
294,112.8470588,49.39473684,15534.41667,201,1,3,77,80,138,120,4.6,47,107,177
289,186.1382979,247.8125,15471,219,3,4,76,50,96,64,4.6,18,31,133
289,186.1382979,247.8125,15471,219,3,4,76,50,96,64,4.5,18,31,133
289,186.1382979,247.8125,15471,219,3,4,76,50,96,64,4.5,18,31,133
289,186.1382979,247.8125,15471,219,3,4,76,50,96,64,4.4,18,31,133
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,5.9,34,93,156
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,4.8,34,93,156
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,4.6,34,93,156
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,5.5,34,93,156
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,5.5,34,93,156
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,5.6,34,93,156
291,177.036036,160.84,15463.08333,211,24,4,91,77,134,110,5.9,34,93,156
286,167.9545455,151.2647059,15509,305,14,3,88,73,124,102,5.1,50,111,170
286,167.9545455,151.2647059,15509,305,14,3,88,73,124,102,4.8,50,111,170
286,167.9545455,151.2647059,15509,305,14,3,88,73,124,102,4.7,50,111,170
291,177.036036,160.84,15459.58333,208,0,3,65,70,117,104,5.3,36,110,150
291,118.4757282,86.29090909,15490.83333,237,0,4,104,138,191,176,7,68,154,207
291,118.4757282,86.29090909,15490.83333,237,0,4,104,138,191,176,5.2,68,154,207
292,114.1097561,63.88888889,15460.75,227,34,4,97,107,162,147,5.6,42,93,179
292,114.1097561,63.88888889,15460.75,227,34,4,97,107,162,147,5.4,42,93,179
292,114.1097561,63.88888889,15460.75,227,34,4,97,107,162,147,6,42,93,179
292,114.1097561,63.88888889,15453.16667,233,28,4,83,65,110,87,5.5,53,135,164
292,114.1097561,63.88888889,15453.16667,233,28,4,83,65,110,87,5.4,53,135,164
292,114.1097561,63.88888889,15453.16667,233,28,4,83,65,110,87,6.1,53,135,164
292,114.1097561,63.88888889,15453.16667,233,28,4,83,65,110,87,5.9,53,135,164
291,114.1097561,63.88888889,15472.91667,232,29,4,92,107,165,144,5.4,44,93,177
291,114.1097561,63.88888889,15472.91667,232,29,4,92,107,165,144,5.7,44,93,177
291,114.1097561,63.88888889,15472.91667,232,29,4,92,107,165,144,5.8,44,93,177
291,114.1097561,63.88888889,15472.91667,232,29,4,92,107,165,144,5.9,44,93,177
291,114.1097561,63.88888889,15472.91667,232,29,4,92,107,165,144,5.9,44,93,177
292,60.18803419,0,15508.91667,259,0,4,99,142,187,179,5.1,45,117,186
292,60.18803419,0,15508.91667,259,0,4,99,142,187,179,5,45,117,186
292,60.18803419,0,15508.91667,259,0,4,99,142,187,179,5.1,45,117,186
292,164.8695652,147.3055556,15456.41667,192,24,3,85,62,122,88,4.8,19,31,134
292,164.8695652,147.3055556,15456.41667,192,24,3,85,62,122,88,4.9,19,31,134
289,112.9666667,60.89285714,15492.16667,274,0,3,77,106,130,123,5.2,56,140,179
289,112.9666667,60.89285714,15492.16667,274,0,3,77,106,130,123,4.9,56,140,179
289,112.9666667,60.89285714,15492.16667,274,0,3,77,106,130,123,4.8,56,140,179
292,192.4631579,267.5263158,15409.66667,183,6,4,73,60,116,93,5.4,34,60,128
292,192.4631579,267.5263158,15409.66667,183,6,4,73,60,116,93,5.6,34,60,128
290,145.6233766,124.1111111,15503,246,58,4,88,84,148,130,5.8,37,80,178
290,145.6233766,124.1111111,15503,246,58,4,88,84,148,130,5.4,37,80,178
290,145.6233766,124.1111111,15503,246,58,4,88,84,148,130,5.2,37,80,178
287,167.9545455,151.2647059,15462.83333,290,0,3,89,95,153,132,4.8,41,78,171
287,167.9545455,151.2647059,15462.83333,290,0,3,89,95,153,132,4.9,41,78,171
287,167.9545455,151.2647059,15462.83333,290,0,3,89,95,153,132,4.9,41,78,171
287,167.9545455,151.2647059,15462.83333,290,0,3,89,95,153,132,5,41,78,171
294,100.5,26.98039216,15503.5,230,0,3,71,89,134,126,6,44,134,171
294,100.5,26.98039216,15503.5,230,0,3,71,89,134,126,4.6,44,134,171
291,123.3085106,108.1621622,15501.75,238,25,4,83,93,137,113,5.2,48,107,185
291,123.3085106,108.1621622,15501.75,238,25,4,83,93,137,113,5.5,48,107,185
291,123.3085106,108.1621622,15501.75,238,25,4,83,93,137,113,6,48,107,185
291,192.4631579,267.5263158,15461.5,192,35,4,81,63,123,97,4.6,33,71,150
291,192.4631579,267.5263158,15461.5,192,35,4,81,63,123,97,5.6,33,71,150
291,192.4631579,267.5263158,15452.16667,191,54,4,87,66,127,99,4.7,22,41,142
291,192.4631579,267.5263158,15452.16667,191,54,4,87,66,127,99,4.6,22,41,142
291,192.4631579,267.5263158,15452.16667,191,54,4,87,66,127,99,4.5,22,41,142
289,145.2307692,121.4,15476.66667,262,17,4,84,71,138,116,5,44,112,176
289,145.2307692,121.4,15476.66667,262,17,4,84,71,138,116,5,44,112,176
289,145.2307692,121.4,15476.66667,262,17,4,84,71,138,116,4.9,44,112,176
290,172.7283951,183.3809524,15435.91667,184,68,4,83,79,145,121,5.9,56,117,175
290,172.7283951,183.3809524,15435.91667,184,68,4,83,79,145,121,5.8,56,117,175
290,172.7283951,183.3809524,15435.91667,184,68,4,83,79,145,121,5.6,56,117,175
291,89.05454545,19.07142857,15503.5,268,0,4,80,113,110,108,6.1,33,98,151
291,89.05454545,19.07142857,15503.5,268,0,4,80,113,110,108,6.1,33,98,151
291,139.4367816,121.3870968,15514.33333,228,0,4,90,96,167,152,5.3,53,113,163
291,139.4367816,121.3870968,15514.33333,228,0,4,90,96,167,152,5.3,53,113,163
291,139.4367816,121.3870968,15514.33333,228,0,4,90,96,167,152,4.9,53,113,163
291,149.691358,134.030303,15480.83333,234,6,4,83,84,131,112,4.4,45,110,173
291,149.691358,134.030303,15480.83333,234,6,4,83,84,131,112,4.4,45,110,173
291,149.691358,134.030303,15480.83333,234,6,4,83,84,131,112,4.5,45,110,173
291,149.691358,134.030303,15480.83333,234,6,4,83,84,131,112,4.6,45,110,173
289,99.6125,52.58064516,15490,276,0,4,78,73,111,93,4.8,24,64,165
289,99.6125,52.58064516,15490,276,0,4,78,73,111,93,4.6,24,64,165
291,113.952381,75.06382979,15487.25,244,0,3,104,130,182,164,4.8,63,165,204
291,113.952381,75.06382979,15487.25,244,0,3,104,130,182,164,4.9,63,165,204
291,113.952381,75.06382979,15487.25,244,0,3,104,130,182,164,5,63,165,204
288,136.7272727,122.826087,15479,275,6,4,94,104,160,137,5.2,38,78,175
288,136.7272727,122.826087,15479,275,6,4,94,104,160,137,4.8,38,78,175
288,136.7272727,122.826087,15479,275,6,4,94,104,160,137,4.9,38,78,175
291,106.21875,48.94230769,15523.08333,254,1,2,73,72,133,110,4.9,27,66,130
291,106.21875,48.94230769,15523.08333,254,1,2,73,72,133,110,4.4,27,66,130
291,106.21875,48.94230769,15523.08333,254,1,2,73,72,133,110,4.6,27,66,130
294,113.8103448,96.66666667,15510.08333,232,0,3,101,151,191,185,4.5,59,165,196
294,113.8103448,96.66666667,15510.08333,232,0,3,101,151,191,185,5.3,59,165,196
294,113.8103448,96.66666667,15510.08333,232,0,3,101,151,191,185,5.3,59,165,196
289,146.1022727,131.5294118,15478.58333,261,21,4,86,85,146,125,4.8,57,131,187
291,91.28301887,18.36666667,15498.33333,258,0,3,89,124,176,165,5.6,38,113,152
291,91.28301887,18.36666667,15498.33333,258,0,3,89,124,176,165,5,38,113,152
291,91.28301887,18.36666667,15498.33333,258,0,3,89,124,176,165,4.9,38,113,152
292,89.9375,25.65,15485.75,234,0,4,98,103,156,140,6.7,54,127,195
292,89.9375,25.65,15485.75,234,0,4,98,103,156,140,5.5,54,127,195
292,89.9375,25.65,15485.75,234,0,4,98,103,156,140,5.7,54,127,195
294,112.7741935,96.8852459,15517.16667,235,0,7,105,155,192,181,5.8,75,174,209
294,112.7741935,96.8852459,15517.16667,235,0,7,105,155,192,181,4.6,75,174,209
294,112.7741935,96.8852459,15517.16667,235,0,7,105,155,192,181,4.5,75,174,209
294,112.7741935,96.8852459,15517.16667,235,0,7,105,155,192,181,4.5,75,174,209
289,99.6125,52.58064516,15490,276,0,3,69,84,121,114,5.4,48,122,155
289,99.6125,52.58064516,15490,276,0,3,69,84,121,114,5,48,122,155
289,99.6125,52.58064516,15490,276,0,3,69,84,121,114,4.8,48,122,155
292,114.1097561,63.88888889,15453.16667,234,30,4,83,72,123,102,6,52,124,183
292,114.1097561,63.88888889,15453.16667,234,30,4,83,72,123,102,5.9,52,124,183
292,114.1097561,63.88888889,15453.16667,234,30,4,83,72,123,102,5.2,52,124,183
292,114.1097561,63.88888889,15453.16667,234,30,4,83,72,123,102,5.8,52,124,183
292,114.1097561,63.88888889,15453.16667,234,30,4,83,72,123,102,5.9,52,124,183
294,111.8372093,76.86206897,15516.41667,234,20,4,95,138,185,174,4.7,47,125,193
294,111.8372093,76.86206897,15505.33333,233,0,4,95,140,184,176,5.8,43,103,195
294,111.8372093,76.86206897,15505.33333,233,0,4,95,140,184,176,5.6,43,103,195
294,111.8372093,76.86206897,15505.33333,233,0,4,95,140,184,176,5.5,43,103,195
294,112.5967742,75.72222222,15450.75,237,9,4,101,148,191,186,4.2,48,124,205
294,113.9855072,95.86666667,15476.08333,228,7,3,102,153,191,189,4.8,60,160,206
294,113.9855072,95.86666667,15476.08333,228,7,3,102,153,191,189,4.6,60,160,206
294,113.9855072,95.86666667,15476.08333,228,7,3,102,153,191,189,4.8,60,160,206
290,192.4631579,267.5263158,15469.08333,191,19,1,89,64,124,97,5.5,26,45,159
290,192.4631579,267.5263158,15469.08333,191,19,1,89,64,124,97,5.2,26,45,159
290,192.4631579,267.5263158,15469.08333,191,19,1,89,64,124,97,5.2,26,45,159
292,130.5454545,114.52,15489.33333,212,0,4,79,72,116,98,4.5,48,114,176
292,130.5454545,114.52,15489.33333,212,0,4,79,72,116,98,4.7,48,114,176
292,130.5454545,114.52,15489.33333,212,0,4,79,72,116,98,4.9,48,114,176
286,152.3064516,148.4545455,15475.66667,304,7,4,89,68,131,107,5,39,99,155
286,152.3064516,148.4545455,15475.66667,304,7,4,89,68,131,107,4.8,39,99,155
286,152.3064516,148.4545455,15475.66667,304,7,4,89,68,131,107,4.8,39,99,155
286,152.3064516,148.4545455,15475.66667,304,7,4,89,68,131,107,4.9,39,99,155
288,135.8431373,114.3333333,15489.58333,273,0,3,86,88,148,122,4.3,74,162,211
288,135.8431373,114.3333333,15489.58333,273,0,3,86,88,148,122,4.2,74,162,211
290,137.3164557,128.9411765,15507.41667,238,27,4,66,65,121,103,6.2,39,88,148
290,137.3164557,128.9411765,15507.41667,238,27,4,66,65,121,103,6.7,39,88,148
290,137.3164557,128.9411765,15507.41667,238,27,4,66,65,121,103,7.2,39,88,148
293,74.82857143,1.796875,15503.25,234,63,4,99,120,175,155,5,49,133,192
293,74.82857143,1.796875,15503.25,234,63,4,99,120,175,155,4.5,49,133,192
293,74.82857143,1.796875,15503.25,234,63,4,99,120,175,155,4.4,49,133,192
292,164.8695652,147.3055556,15497,191,33,3,89,28,75,50,5.1,24,42,113
295,116.5384615,93.23076923,15188.5,193,28,4,85,105,116,101,6.3,23,33,156
295,116.5384615,93.23076923,15188.5,193,28,4,85,105,116,101,5.9,23,33,156
292,164.8695652,147.3055556,15497,192,33,3,82,65,125,92,5.5,22,38,128
291,192.4631579,267.5263158,15458.41667,188,20,3,88,53,106,76,5.5,31,56,140
291,192.4631579,267.5263158,15458.41667,188,20,3,88,53,106,76,5.6,31,56,140
291,192.4631579,267.5263158,15458.41667,188,20,3,88,53,106,76,5.8,31,56,140
295,120.1764706,85.13559322,15497.66667,209,0,3,87,99,137,122,8.5,58,144,189
295,120.1764706,85.13559322,15497.66667,209,0,3,87,99,137,122,7.9,58,144,189
295,120.1764706,85.13559322,15497.66667,209,0,3,87,99,137,122,7.7,58,144,189
295,120.1764706,85.13559322,15497.66667,209,0,3,87,99,137,122,7.4,58,144,189
295,120.1764706,85.13559322,15497.66667,209,0,3,87,99,137,122,8.4,58,144,189
292,120.0447761,95.29166667,15502.41667,227,7,4,84,82,113,96,4.9,47,109,185
292,120.0447761,95.29166667,15502.41667,227,7,4,84,82,113,96,4.9,47,109,185
